20,9,[9.28674717e-05 5.63867356e-06 2.92835534e-05 9.54418850e-02],[1.21 1.21 1.   1.22 1.   1.  ],[1.39 1.31 1.21 1.37 1.29 1.24]
18,0,[3.10171095e-07 4.10628603e-05 2.28648655e-04 5.99117862e-04],[1.21 1.18 1.18 1.18 1.18 1.18],[1.52 1.43 1.42 1.3  1.28 1.26]
18,1,[7.90511900e-03 3.23175583e-05 3.67623435e-06 1.77734856e-06],[1.08 1.08 1.08 1.24 1.24 1.28],[1.26 1.31 1.34 1.38 1.4  1.53]
18,2,[2.03600735e-05 7.35126848e-06 5.23280120e-04 3.04673921e-03],[1.23 1.15 1.12 1.15 1.12 1.12],[1.43 1.29 1.26 1.31 1.3  1.21]
18,3,[4.40578783e-02 1.24257518e-02 1.20651719e-02 6.47622842e-08],[1.01 1.01 1.01 1.02 1.02 1.02],[1.02 1.02 1.39 1.02 1.39 1.39]
18,4,[0.03178476 0.00047554 0.00028324 0.00251921],[1.03 1.03 1.03 1.13 1.09 1.09],[1.15 1.17 1.09 1.2  1.15 1.19]
18,5,[4.35392894e-05 2.30371996e-02 3.39480187e-02 1.12329466e-07],[1.01 1.01 1.21 1.01 1.01 1.01],[1.21 1.21 1.43 1.01 1.39 1.39]
18,6,[2.34206993e-04 1.17393228e-05 2.21212400e-06 1.54677705e-03],[1.18 1.18 1.14 1.25 1.14 1.14],[1.35 1.38 1.21 1.46 1.3  1.4 ]
18,7,[1.94231712e-05 2.12424643e-03 9.77343167e-04 7.83750322e-06],[1.13 1.13 1.24 1.13 1.13 1.13],[1.3  1.29 1.41 1.17 1.31 1.34]
18,8,[8.30890734e-05 1.62759285e-03 2.43051407e-04 1.09479297e-02],[1.11 1.15 1.07 1.11 1.07 1.07],[1.24 1.26 1.21 1.18 1.12 1.18]
18,9,[1.30486203e-07 3.78185345e-02 3.71511303e-05 1.31741605e-05],[1.02 1.23 1.24 1.02 1.02 1.23],[1.4  1.44 1.49 1.23 1.26 1.39]
10,0,[2.93531524e-04 2.79224663e-07 1.27689728e-05 3.29665747e-04],[1.2  1.2  1.2  1.25 1.2  1.2 ],[1.47 1.33 1.24 1.48 1.43 1.37]
10,1,[1.40390012e-02 1.80216849e-05 1.10656684e-02 9.69335678e-08],[1.05 1.04 1.05 1.05 1.23 1.05],[1.25 1.04 1.41 1.25 1.48 1.41]
10,2,[3.10793855e-05 1.32435952e-06 2.62885859e-04 5.91171392e-03],[1.22 1.17 1.09 1.17 1.09 1.09],[1.45 1.3  1.25 1.38 1.34 1.2 ]
10,3,[3.91417188e-08 4.49816603e-07 7.05338062e-04 1.87442954e-06],[1.34 1.17 1.32 1.17 1.32 1.17],[1.68 1.46 1.59 1.41 1.52 1.4 ]
10,4,[1.02331350e-05 2.27187692e-03 2.38199381e-02 1.20921270e-04],[1.1  1.04 1.18 1.04 1.1  1.04],[1.3  1.27 1.33 1.1  1.21 1.21]
10,5,[2.55030383e-02 1.34420239e-05 1.25437843e-05 1.67698900e-02],[1.02 1.02 1.02 1.23 1.02 1.02],[1.24 1.25 1.02 1.37 1.24 1.25]
10,6,[2.33906247e-04 3.52813447e-04 3.89923263e-03 1.39137085e-05],[1.15 1.11 1.15 1.11 1.15 1.11],[1.26 1.19 1.32 1.19 1.32 1.31]
10,7,[3.83122356e-05 1.02770354e-04 1.90827642e-03 5.63043617e-05],[1.2  1.14 1.2  1.14 1.2  1.14],[1.35 1.26 1.33 1.22 1.3  1.28]
10,8,[1.18751408e-05 3.86654340e-03 7.49574192e-04 6.63760824e-09],[1.11 1.14 1.25 1.11 1.11 1.14],[1.31 1.3  1.56 1.16 1.5  1.52]
10,9,[2.17427770e-02 1.19238964e-07 3.71548627e-07 8.95493192e-06],[1.04 1.04 1.04 1.35 1.28 1.28],[1.43 1.37 1.28 1.59 1.48 1.52]
15,0,[1.60154172e-04 3.27863337e-04 1.09247611e-08 3.21817436e-03],[1.16 1.17 1.12 1.16 1.12 1.12],[1.27 1.51 1.2  1.5  1.2  1.51]
15,1,[2.15996377e-02 1.27604161e-03 3.08363431e-05 4.77461693e-04],[1.04 1.04 1.04 1.12 1.12 1.13],[1.13 1.24 1.15 1.25 1.17 1.3 ]
15,2,[3.46551123e-05 9.23582431e-04 1.03798639e-02 4.85624011e-02],[1.11 1.04 1.01 1.04 1.01 1.01],[1.25 1.22 1.22 1.11 1.11 1.04]
15,3,[1.56882321e-04 6.68520030e-04 6.14676852e-05 1.07200186e-03],[1.16 1.17 1.16 1.16 1.16 1.16],[1.27 1.3  1.22 1.26 1.2  1.28]
15,4,[3.51104157e-03 1.00552855e-05 5.13400459e-05 3.10691485e-03],[1.12 1.12 1.12 1.2  1.12 1.12],[1.3  1.23 1.12 1.37 1.29 1.25]
15,5,[0.00451625 0.02502034 0.00014386 0.00139562],[1.04 1.07 1.07 1.04 1.04 1.1 ],[1.07 1.18 1.11 1.18 1.11 1.21]
15,6,[2.22497587e-08 3.38646554e-04 7.67393812e-03 2.35935309e-06],[1.16 1.08 1.3  1.08 1.16 1.08],[1.53 1.46 1.58 1.17 1.35 1.34]
15,7,[6.42691091e-05 2.94732230e-03 3.42480982e-04 4.27472932e-04],[1.12 1.14 1.14 1.12 1.12 1.14],[1.26 1.28 1.28 1.18 1.19 1.26]
15,8,[2.07354761e-05 3.25224900e-04 4.18713266e-05 4.38282805e-03],[1.17 1.21 1.11 1.17 1.11 1.11],[1.33 1.36 1.26 1.27 1.18 1.26]
15,9,[6.75932147e-03 2.34176533e-05 3.27417096e-05 4.97642449e-04],[1.09 1.09 1.09 1.21 1.15 1.15],[1.27 1.25 1.16 1.34 1.28 1.31]
11,0,[3.41666523e-06 9.31060055e-05 3.85622513e-05 6.00155172e-08],[1.24 1.24 1.29 1.24 1.24 1.24],[1.43 1.41 1.58 1.31 1.49 1.6 ]
11,1,[5.95609032e-05 6.65992730e-05 1.78296467e-03 6.96530806e-05],[1.18 1.14 1.18 1.14 1.18 1.14],[1.35 1.25 1.31 1.24 1.32 1.29]
11,2,[1.04463645e-01 2.01070909e-05 7.18120914e-06 2.41338756e-03],[1.   1.   1.   1.23 1.09 1.09],[1.25 1.28 1.09 1.36 1.25 1.31]
11,3,[6.33647294e-06 2.20260499e-07 1.21256899e-02 1.27469847e-05],[1.27 1.07 1.27 1.07 1.27 1.07],[1.55 1.29 1.39 1.39 1.47 1.28]
11,4,[7.89965607e-04 1.82263206e-03 6.80958722e-05 3.65433750e-07],[1.14 1.14 1.14 1.14 1.14 1.19],[1.2  1.26 1.39 1.25 1.39 1.47]
11,5,[3.96833774e-06 2.72640709e-04 1.47434788e-04 2.88768181e-04],[1.2 1.2 1.2 1.2 1.2 1.2],[1.41 1.35 1.34 1.29 1.24 1.33]
11,6,[3.39682723e-05 1.82447375e-03 3.13694549e-02 1.24520387e-02],[1.09 1.03 1.03 1.03 1.03 1.03],[1.25 1.22 1.22 1.09 1.09 1.03]
11,7,[9.26434649e-05 9.98678297e-06 9.97888938e-03 1.32257867e-05],[1.2  1.07 1.2  1.07 1.24 1.07],[1.35 1.21 1.34 1.28 1.4  1.28]
11,8,[2.65553369e-01 2.25618755e-08 1.81901775e-04 9.14344594e-03],[1.   1.   1.   1.16 1.05 1.05],[1.43 1.17 1.05 1.46 1.43 1.17]
11,9,[8.01218271e-04 2.14206897e-05 6.03624157e-04 2.02959871e-11],[1.17 1.17 1.17 1.17 1.23 1.17],[1.32 1.2  1.68 1.3  1.72 1.73]
4,0,[8.07795920e-04 3.04413871e-04 1.54466760e-04 1.48894116e-05],[1.17 1.17 1.17 1.17 1.17 1.17],[1.24 1.25 1.29 1.27 1.31 1.39]
4,1,[3.23391671e-07 5.50774601e-01 4.07614006e-04 3.35571579e-06],[1.   1.16 1.29 1.   1.   1.16],[1.38 1.38 1.49 1.16 1.31 1.37]
4,2,[1.49700374e-03 1.04695141e-01 2.63936296e-05 1.72759769e-03],[1.   1.09 1.09 1.   1.   1.09],[1.11 1.25 1.14 1.24 1.11 1.27]
4,3,[4.69140172e-06 1.07473535e-05 5.75456413e-05 9.16812453e-06],[1.26 1.26 1.26 1.26 1.26 1.26],[1.48 1.39 1.44 1.35 1.42 1.44]
4,4,[2.65677961e-04 1.33393465e-06 2.87635562e-06 1.49762885e-04],[1.2  1.2  1.2  1.29 1.2  1.2 ],[1.43 1.38 1.26 1.48 1.41 1.44]
4,5,[4.51133538e-02 3.42450370e-03 2.29942105e-05 2.16618301e-04],[1.01 1.01 1.01 1.08 1.08 1.16],[1.08 1.24 1.17 1.24 1.17 1.32]
4,6,[2.01044477e-06 7.69951924e-05 7.08051463e-04 1.02469142e-04],[1.19 1.17 1.19 1.17 1.19 1.17],[1.43 1.36 1.41 1.25 1.3  1.3 ]
4,7,[2.20082630e-04 3.19237264e-06 1.48744401e-06 5.97774173e-06],[1.21 1.21 1.21 1.28 1.28 1.28],[1.44 1.39 1.36 1.48 1.45 1.53]
4,8,[1.84183390e-04 4.94668625e-06 1.17062706e-04 4.25357250e-03],[1.18 1.18 1.11 1.18 1.11 1.11],[1.37 1.26 1.2  1.35 1.3  1.24]
4,9,[2.79781655e-05 4.42453749e-04 9.94248480e-04 1.50711787e-03],[1.15 1.15 1.15 1.15 1.15 1.15],[1.32 1.28 1.28 1.2  1.19 1.2 ]
5,0,[2.29035407e-03 1.41464026e-03 1.38906554e-04 9.12342985e-06],[1.13 1.13 1.13 1.13 1.13 1.17],[1.16 1.21 1.3  1.22 1.3  1.37]
5,1,[2.54809580e-04 2.90587810e-03 1.04201321e-05 2.84908666e-04],[1.12 1.15 1.15 1.12 1.12 1.15],[1.21 1.31 1.25 1.3  1.19 1.36]
5,2,[4.83321859e-04 7.24144045e-06 2.86108954e-06 3.12434301e-10],[1.19 1.19 1.19 1.29 1.29 1.29],[1.37 1.36 1.6  1.43 1.66 1.83]
5,3,[3.94639188e-09 2.11293778e-03 2.44181808e-09 1.39496180e-01],[1.1  1.47 1.   1.1  1.   1.  ],[1.53 1.75 1.5  1.5  1.1  1.5 ]
5,4,[6.37458820e-03 6.01615331e-06 6.78672376e-06 2.56187175e-04],[1.09 1.09 1.09 1.25 1.17 1.17],[1.32 1.3  1.18 1.42 1.33 1.38]
5,5,[0.00150408 0.00968862 0.00034626 0.01066351],[1.06 1.09 1.06 1.06 1.06 1.06],[1.1  1.16 1.1  1.15 1.06 1.15]
5,6,[1.99078537e-03 3.11543893e-06 3.90899879e-03 3.87685928e-09],[1.11 1.11 1.11 1.11 1.28 1.11],[1.34 1.12 1.53 1.32 1.65 1.54]
5,7,[1.04191800e-04 1.51926428e-05 1.82804716e-03 2.30738630e-04],[1.18 1.14 1.17 1.14 1.17 1.14],[1.38 1.23 1.28 1.29 1.31 1.24]
5,8,[3.92680577e-09 3.28981458e-01 1.23702581e-04 2.42783182e-03],[1.   1.18 1.1  1.   1.   1.1 ],[1.48 1.49 1.48 1.2  1.1  1.21]
5,9,[4.44746060e-08 8.07175831e-05 3.46395162e-02 1.05309737e-07],[1.21 1.02 1.38 1.02 1.21 1.02],[1.55 1.44 1.58 1.21 1.47 1.42]
12,0,[3.91128691e-07 1.29096874e-04 1.35965909e-06 4.50166132e-04],[1.19 1.31 1.19 1.19 1.19 1.19],[1.48 1.58 1.41 1.4  1.26 1.44]
12,1,[6.12531796e-04 3.96441333e-06 8.59384534e-06 3.08052977e-03],[1.14 1.14 1.12 1.26 1.12 1.12],[1.36 1.32 1.17 1.45 1.31 1.34]
12,2,[1.63263330e-05 6.91421823e-04 2.60932207e-03 6.58842840e-05],[1.14 1.13 1.19 1.13 1.14 1.13],[1.32 1.27 1.34 1.18 1.27 1.26]
12,3,[5.59285327e-03 6.01838335e-09 8.65669648e-07 2.93946985e-04],[1.1  1.1  1.1  1.32 1.17 1.17],[1.51 1.35 1.18 1.64 1.51 1.41]
12,4,[3.78582503e-03 1.98423056e-10 1.91876083e-07 6.47444034e-04],[1.11 1.11 1.11 1.37 1.14 1.14],[1.64 1.4  1.16 1.78 1.62 1.44]
12,5,[3.11621251e-03 4.25848120e-04 2.81060980e-04 3.24187233e-08],[1.12 1.12 1.12 1.15 1.15 1.15],[1.2  1.19 1.45 1.22 1.47 1.55]
12,6,[7.63216803e-05 1.43380303e-02 3.80727119e-06 7.28919564e-04],[1.06 1.19 1.14 1.06 1.06 1.14],[1.23 1.35 1.23 1.3  1.14 1.38]
12,7,[4.37241169e-02 7.25683939e-04 1.01108135e-08 7.29985718e-06],[1.01 1.01 1.01 1.14 1.14 1.26],[1.14 1.48 1.28 1.48 1.28 1.6 ]
12,8,[1.54182487e-04 5.68724498e-05 4.33907930e-06 1.84379638e-06],[1.22 1.22 1.22 1.22 1.22 1.28],[1.34 1.37 1.39 1.4  1.4  1.52]
12,9,[5.36169632e-02 2.82119495e-06 4.01125003e-04 6.08071946e-04],[1.   1.   1.   1.14 1.14 1.14],[1.31 1.16 1.14 1.33 1.32 1.22]
6,0,[7.51180105e-08 6.06886579e-03 2.20599077e-04 5.01212061e-04],[1.09 1.16 1.15 1.09 1.09 1.15],[1.45 1.45 1.45 1.18 1.16 1.25]
6,1,[3.75747719e-04 2.44374855e-02 1.27437949e-09 1.24901710e-04],[1.04 1.16 1.16 1.04 1.04 1.17],[1.16 1.55 1.23 1.53 1.19 1.6 ]
6,2,[2.73741108e-03 2.91149038e-05 4.75321247e-05 2.45485394e-03],[1.12 1.12 1.12 1.21 1.12 1.12],[1.28 1.25 1.13 1.33 1.26 1.26]
6,3,[8.81573929e-07 1.19636526e-02 2.46181347e-05 7.34827034e-07],[1.07 1.24 1.31 1.07 1.07 1.24],[1.36 1.43 1.52 1.25 1.35 1.5 ]
6,4,[0.000114   0.00151856 0.00017163 0.10014302],[1.11 1.16 1.   1.11 1.   1.  ],[1.22 1.25 1.2  1.19 1.11 1.18]
6,5,[4.98179165e-03 5.68409934e-03 4.32727258e-06 8.00826029e-03],[1.08 1.08 1.08 1.08 1.08 1.08],[1.08 1.28 1.08 1.28 1.08 1.28]
6,6,[1.27169762e-05 2.80690677e-06 6.83009585e-04 8.63720243e-06],[1.26 1.17 1.26 1.17 1.26 1.17],[1.48 1.3  1.43 1.35 1.46 1.42]
6,7,[1.42883005e-01 2.08195066e-07 8.55496539e-07 1.54733533e-04],[1.   1.   1.   1.32 1.19 1.19],[1.39 1.35 1.19 1.52 1.42 1.44]
6,8,[1.49267010e-02 1.05213757e-05 3.68233312e-04 4.76081206e-05],[1.06 1.06 1.06 1.16 1.21 1.16],[1.28 1.17 1.23 1.29 1.35 1.3 ]
6,9,[1.54519055e-04 3.60850541e-04 9.62994659e-07 3.53192728e-04],[1.2 1.2 1.2 1.2 1.2 1.2],[1.28 1.41 1.26 1.4  1.23 1.44]
3,0,[3.86597755e-05 1.22956174e-04 6.65087398e-07 3.11206423e-06],[1.23 1.23 1.23 1.23 1.23 1.29],[1.36 1.45 1.42 1.43 1.37 1.59]
3,1,[2.12254481e-03 2.30893844e-05 5.91322874e-06 3.79632989e-03],[1.11 1.11 1.11 1.23 1.11 1.11],[1.28 1.3  1.13 1.38 1.26 1.3 ]
3,2,[9.29329797e-05 4.63451943e-02 1.04113996e-04 9.39445070e-05],[1.01 1.17 1.17 1.01 1.01 1.17],[1.21 1.26 1.28 1.2  1.2  1.31]
3,3,[2.97662206e-05 3.29183514e-07 1.08168816e-04 9.99336583e-05],[1.24 1.24 1.24 1.24 1.24 1.24],[1.54 1.32 1.34 1.44 1.47 1.34]
3,4,[7.85327854e-03 3.06149635e-08 2.10733762e-08 2.33542285e-02],[1.05 1.05 1.04 1.41 1.04 1.04],[1.46 1.44 1.05 1.65 1.44 1.44]
3,5,[8.23620814e-07 9.66095829e-06 9.28110844e-04 1.01360546e-03],[1.25 1.16 1.16 1.16 1.16 1.16],[1.48 1.37 1.37 1.3  1.3  1.21]
3,6,[2.04425974e-04 3.98922929e-04 6.04681021e-05 8.98049111e-05],[1.19 1.19 1.19 1.19 1.19 1.19],[1.27 1.29 1.29 1.28 1.27 1.37]
3,7,[1.69237732e-02 2.79759867e-05 7.15245091e-07 1.65771135e-03],[1.05 1.05 1.05 1.22 1.11 1.11],[1.25 1.36 1.11 1.43 1.25 1.38]
3,8,[3.83728187e-07 3.11642304e-03 6.45246515e-05 1.36988682e-04],[1.12 1.19 1.19 1.12 1.12 1.19],[1.42 1.44 1.44 1.23 1.22 1.34]
3,9,[5.51886879e-03 2.78417234e-05 1.04814101e-03 7.85857401e-03],[1.08 1.08 1.08 1.11 1.08 1.08],[1.24 1.13 1.08 1.24 1.24 1.13]
2,0,[1.16763510e-02 3.09526609e-07 8.21195698e-03 9.94395487e-05],[1.06 1.06 1.06 1.06 1.18 1.06],[1.38 1.06 1.2  1.38 1.42 1.2 ]
2,1,[4.79597805e-07 1.25232032e-06 1.25326837e-03 1.01731687e-02],[1.31 1.12 1.07 1.12 1.07 1.07],[1.57 1.38 1.37 1.35 1.34 1.14]
2,2,[5.36916519e-02 5.06601566e-05 4.28024491e-06 3.05766621e-05],[1.   1.   1.   1.22 1.22 1.22],[1.22 1.3  1.24 1.36 1.31 1.42]
2,3,[1.49861565e-07 4.44592381e-06 8.08546876e-08 4.80808648e-02],[1.3  1.37 1.01 1.3  1.01 1.01],[1.56 1.57 1.4  1.54 1.3  1.42]
2,4,[8.93299043e-04 2.80287576e-05 5.47248758e-05 7.70730402e-06],[1.17 1.17 1.17 1.22 1.22 1.22],[1.32 1.26 1.32 1.36 1.4  1.43]
2,5,[1.04272333e-03 5.51655078e-04 1.32781979e-05 4.08235346e-04],[1.16 1.16 1.16 1.16 1.16 1.16],[1.21 1.29 1.21 1.31 1.22 1.35]
2,6,[3.54091295e-06 6.56141617e-05 9.31140282e-02 3.54198493e-03],[1.19 1.   1.08 1.   1.08 1.  ],[1.38 1.29 1.29 1.21 1.21 1.08]
2,7,[4.63241932e-06 8.49864631e-05 1.98226122e-07 2.02924424e-03],[1.21 1.28 1.14 1.21 1.14 1.14],[1.4  1.53 1.32 1.47 1.23 1.44]
2,8,[3.21936270e-04 9.34778925e-05 3.49785318e-03 1.16008440e-04],[1.16 1.11 1.16 1.11 1.17 1.11],[1.28 1.2  1.26 1.22 1.29 1.24]
2,9,[2.08722221e-06 4.20079312e-06 1.12976960e-03 3.14647391e-07],[1.3  1.16 1.3  1.16 1.3  1.16],[1.52 1.36 1.51 1.33 1.5  1.45]
19,0,[2.49081657e-03 1.21612419e-06 8.79715199e-07 8.99686033e-02],[1.09 1.09 1.   1.31 1.   1.  ],[1.34 1.34 1.09 1.49 1.33 1.34]
19,1,[5.45035848e-07 3.28142534e-04 1.87192341e-04 5.81331489e-03],[1.16 1.16 1.1  1.16 1.1  1.1 ],[1.43 1.4  1.37 1.23 1.17 1.21]
19,2,[2.65577633e-03 4.20567293e-04 1.04492114e-05 6.44622429e-08],[1.13 1.13 1.13 1.16 1.16 1.25],[1.2  1.29 1.45 1.32 1.46 1.58]
19,3,[2.07715482e-03 1.49186742e-05 1.16508978e-02 5.73584454e-05],[1.1  1.07 1.1  1.07 1.2  1.07],[1.28 1.1  1.22 1.26 1.33 1.22]
19,4,[8.26529728e-05 1.36467735e-02 1.92105188e-04 4.65976272e-03],[1.06 1.16 1.07 1.06 1.06 1.07],[1.2  1.25 1.2  1.18 1.08 1.19]
19,5,[1.04613959e-06 7.42623385e-03 4.61889440e-04 8.55618256e-06],[1.09 1.15 1.26 1.09 1.09 1.15],[1.37 1.38 1.43 1.16 1.29 1.36]
19,6,[9.85804386e-05 1.57798286e-06 3.98460050e-04 2.57460828e-06],[1.2  1.19 1.2  1.19 1.29 1.19],[1.45 1.26 1.38 1.37 1.49 1.4 ]
19,7,[9.35879668e-04 2.60112299e-03 3.24401272e-03 2.11680451e-10],[1.12 1.12 1.12 1.12 1.12 1.12],[1.17 1.15 1.57 1.13 1.57 1.58]
19,8,[1.75024696e-06 3.88193574e-04 6.19581551e-06 1.76979795e-04],[1.19 1.27 1.19 1.19 1.19 1.19],[1.45 1.47 1.4  1.33 1.24 1.38]
19,9,[4.07621127e-05 5.18321312e-06 2.96083624e-03 4.55764955e-04],[1.21 1.12 1.15 1.12 1.15 1.12],[1.43 1.25 1.27 1.31 1.33 1.18]
13,0,[1.28541066e-04 6.42719032e-06 4.12426145e-03 2.97686813e-04],[1.18 1.11 1.17 1.11 1.17 1.11],[1.38 1.21 1.24 1.3  1.35 1.2 ]
13,1,[6.61153060e-04 1.04130553e-05 1.35132165e-06 2.30033962e-04],[1.18 1.18 1.18 1.25 1.18 1.18],[1.34 1.35 1.23 1.46 1.33 1.44]
13,2,[2.00713717e-04 5.21386626e-07 8.23754169e-04 2.99620169e-03],[1.16 1.13 1.12 1.13 1.12 1.12],[1.42 1.22 1.2  1.39 1.38 1.18]
13,3,[1.63326475e-06 1.47312200e-04 4.50858516e-05 7.31450533e-06],[1.23 1.23 1.26 1.23 1.23 1.23],[1.44 1.41 1.49 1.32 1.35 1.46]
13,4,[2.92265496e-08 5.08039919e-04 3.14329443e-04 2.20170263e-05],[1.18 1.18 1.22 1.18 1.18 1.18],[1.53 1.51 1.55 1.22 1.31 1.37]
13,5,[3.07009002e-05 5.33273774e-08 4.72493553e-05 2.95270675e-09],[1.27 1.27 1.27 1.27 1.4  1.27],[1.6  1.33 1.59 1.49 1.73 1.68]
13,6,[1.37260620e-03 1.06700886e-03 5.17416486e-05 1.31276177e-07],[1.15 1.15 1.15 1.15 1.15 1.2 ],[1.2  1.26 1.41 1.26 1.41 1.49]
13,7,[5.78285255e-04 2.93482523e-04 8.97367083e-05 3.86939627e-02],[1.14 1.14 1.02 1.15 1.02 1.02],[1.22 1.22 1.14 1.23 1.17 1.21]
13,8,[1.43077321e-03 7.31992221e-06 1.24543058e-04 6.36222007e-04],[1.15 1.15 1.15 1.17 1.15 1.15],[1.35 1.24 1.19 1.35 1.32 1.28]
13,9,[1.97353717e-01 4.86498724e-07 4.52873645e-08 1.07315879e-05],[1.   1.   1.   1.34 1.27 1.27],[1.36 1.43 1.27 1.59 1.46 1.63]
7,0,[3.10076770e-04 5.08049359e-05 5.24580662e-03 1.84583802e-04],[1.16 1.1  1.16 1.1  1.16 1.1 ],[1.29 1.18 1.24 1.23 1.27 1.22]
7,1,[1.68395634e-05 8.42598704e-06 3.94179582e-05 1.32166936e-07],[1.27 1.27 1.27 1.27 1.27 1.27],[1.45 1.36 1.51 1.38 1.5  1.6 ]
7,2,[9.47884307e-03 2.07329614e-04 1.60283899e-04 2.38869642e-05],[1.08 1.08 1.08 1.17 1.17 1.17],[1.19 1.19 1.25 1.24 1.28 1.35]
7,3,[5.23704431e-05 2.73100202e-03 3.14446691e-10 1.07594096e-08],[1.12 1.22 1.22 1.12 1.12 1.44],[1.26 1.64 1.51 1.59 1.48 1.89]
7,4,[2.29784841e-03 9.07568590e-06 1.24814413e-07 1.60956558e-04],[1.13 1.13 1.13 1.25 1.19 1.19],[1.33 1.42 1.21 1.51 1.35 1.52]
7,5,[2.23567916e-05 1.32609340e-03 3.31895581e-05 3.49105487e-06],[1.15 1.23 1.23 1.15 1.15 1.23],[1.31 1.37 1.41 1.27 1.34 1.46]
7,6,[3.91055686e-04 1.99579684e-04 8.42153458e-09 4.94338237e-03],[1.16 1.16 1.1  1.16 1.1  1.1 ],[1.25 1.51 1.18 1.52 1.19 1.51]
7,7,[1.37815531e-04 4.95081655e-03 5.71280250e-04 7.42250689e-05],[1.1  1.14 1.17 1.1  1.1  1.14],[1.23 1.24 1.29 1.16 1.23 1.27]
7,8,[1.10179987e-02 2.20915067e-07 3.34656477e-04 1.14708236e-07],[1.07 1.07 1.07 1.16 1.36 1.16],[1.4  1.17 1.41 1.41 1.58 1.48]
7,9,[8.88504371e-03 4.44604096e-06 1.04223398e-02 2.42967380e-06],[1.06 1.06 1.06 1.06 1.28 1.06],[1.29 1.06 1.31 1.29 1.44 1.31]
17,0,[8.61930662e-03 4.47248015e-04 1.05980044e-06 1.61382372e-04],[1.08 1.08 1.08 1.15 1.15 1.17],[1.17 1.34 1.19 1.37 1.24 1.43]
17,1,[2.77042264e-02 2.03094712e-08 1.43188536e-04 3.27268237e-07],[1.03 1.03 1.03 1.19 1.35 1.19],[1.47 1.19 1.37 1.47 1.61 1.48]
