17,2,[1.42513263e-07 2.57289283e-03 1.83571961e-04 4.32036196e-03],[1.11 1.16 1.11 1.11 1.11 1.11],[1.41 1.43 1.4  1.21 1.12 1.21]
17,3,[1.12289393e-01 1.97615060e-05 9.92540833e-07 2.84251434e-05],[1.   1.   1.   1.23 1.23 1.23],[1.25 1.34 1.24 1.41 1.35 1.5 ]
17,4,[1.55389964e-03 1.96687224e-07 5.01234359e-04 3.29994558e-06],[1.15 1.15 1.15 1.15 1.28 1.15],[1.46 1.19 1.32 1.46 1.5  1.41]
17,5,[7.31302669e-04 3.62048920e-05 2.45647122e-04 6.43278485e-06],[1.17 1.17 1.17 1.17 1.21 1.17],[1.33 1.23 1.33 1.31 1.39 1.37]
17,6,[2.47625345e-06 1.15550697e-04 4.71825945e-06 6.69755354e-03],[1.2  1.27 1.09 1.2  1.09 1.09],[1.39 1.42 1.32 1.37 1.21 1.32]
17,7,[4.78062617e-04 9.49306687e-03 3.84724997e-01 4.57219138e-08],[1.04 1.   1.13 1.   1.04 1.  ],[1.14 1.14 1.42 1.04 1.41 1.41]
17,8,[1.28277446e-06 9.30519133e-06 1.28940019e-06 1.51277211e-05],[1.3 1.3 1.3 1.3 1.3 1.3],[1.56 1.51 1.47 1.46 1.39 1.53]
17,9,[6.17809220e-05 4.44260752e-04 1.78252489e-06 4.62422654e-05],[1.19 1.21 1.21 1.19 1.19 1.21],[1.29 1.41 1.34 1.36 1.29 1.49]
29,0,[0.00031886 0.00852143 0.00225622 0.00021075],[1.08 1.1  1.14 1.08 1.08 1.1 ],[1.18 1.18 1.22 1.11 1.18 1.2 ]
29,1,[1.83934535e-03 6.67113946e-06 4.53125557e-04 7.23914849e-07],[1.14 1.14 1.14 1.15 1.26 1.15],[1.34 1.18 1.38 1.34 1.48 1.42]
29,2,[8.50969894e-05 1.56828986e-06 5.55949243e-02 3.45382880e-06],[1.21 1.   1.21 1.   1.28 1.  ],[1.43 1.21 1.35 1.33 1.45 1.31]
29,3,[4.42639744e-06 2.74414889e-07 1.97708106e-04 9.50979799e-05],[1.28 1.22 1.22 1.22 1.22 1.22],[1.56 1.37 1.37 1.42 1.45 1.33]
29,4,[2.68226902e-06 1.16362913e-02 1.23510551e-01 3.19293776e-05],[1.04 1.   1.22 1.   1.04 1.  ],[1.3  1.3  1.34 1.04 1.22 1.22]
29,5,[2.72476676e-03 1.25089085e-06 1.72347775e-03 3.14272292e-06],[1.13 1.13 1.13 1.13 1.29 1.13],[1.37 1.14 1.32 1.36 1.48 1.37]
29,6,[3.13218662e-08 9.24898576e-07 2.34002860e-02 2.41630062e-03],[1.32 1.04 1.09 1.04 1.09 1.04],[1.64 1.43 1.43 1.34 1.34 1.1 ]
29,7,[3.93700384e-05 2.54577165e-03 2.47558280e-06 1.67326329e-05],[1.13 1.23 1.23 1.13 1.13 1.24],[1.28 1.41 1.34 1.34 1.28 1.48]
29,8,[1.92740585e-04 1.83912245e-02 1.75635182e-04 5.11636267e-05],[1.05 1.16 1.16 1.05 1.05 1.16],[1.19 1.24 1.27 1.18 1.22 1.31]
29,9,[0.04948141 0.00157932 0.00253341 0.02066192],[1.01 1.01 1.01 1.07 1.01 1.01],[1.09 1.07 1.01 1.1  1.09 1.07]
22,0,[1.32717102e-01 3.64361585e-08 1.09584382e-05 9.26879513e-03],[1.   1.   1.   1.25 1.04 1.04],[1.41 1.26 1.04 1.47 1.41 1.26]
22,1,[8.64088135e-07 8.43073389e-10 1.13980167e-06 4.90304124e-03],[1.32 1.32 1.1  1.32 1.1  1.1 ],[1.72 1.5  1.35 1.63 1.55 1.38]
22,2,[1.00147939e-03 1.21094560e-04 1.70553290e-07 9.15923107e-03],[1.12 1.12 1.08 1.17 1.08 1.08],[1.22 1.4  1.14 1.45 1.2  1.4 ]
22,3,[1.69765137e-06 1.25907874e-04 7.27882635e-04 9.58807442e-04],[1.17 1.16 1.16 1.16 1.16 1.16],[1.42 1.36 1.38 1.24 1.23 1.22]
22,4,[6.67077534e-05 1.16176692e-04 1.80127427e-03 2.94584620e-06],[1.19 1.14 1.19 1.14 1.19 1.14],[1.32 1.26 1.38 1.22 1.39 1.37]
22,5,[9.69061940e-06 5.81865858e-08 1.36606582e-02 1.61452446e-06],[1.27 1.06 1.27 1.06 1.31 1.06],[1.59 1.28 1.44 1.43 1.55 1.36]
22,6,[5.61449292e-02 1.80536768e-02 2.79948622e-03 9.66713689e-06],[1.   1.   1.   1.02 1.02 1.07],[1.02 1.07 1.25 1.07 1.25 1.27]
22,7,[8.67422173e-06 6.21243424e-04 2.77774466e-06 4.64632420e-04],[1.18 1.26 1.18 1.18 1.18 1.18],[1.35 1.44 1.33 1.34 1.21 1.39]
22,8,[2.38305372e-04 3.67925408e-05 1.22319577e-05 7.62578125e-03],[1.17 1.17 1.08 1.21 1.08 1.08],[1.29 1.33 1.18 1.36 1.24 1.31]
22,9,[6.99911728e-06 1.31362840e-03 1.44183621e-09 1.32997666e-01],[1.12 1.26 1.   1.12 1.   1.  ],[1.32 1.59 1.28 1.51 1.12 1.51]
32,0,[3.82787293e-06 5.91409941e-05 6.99152386e-07 1.09582846e-03],[1.22 1.28 1.16 1.22 1.16 1.16],[1.46 1.48 1.34 1.44 1.26 1.43]
32,1,[9.24933736e-06 4.72337110e-05 4.26371407e-02 4.20710442e-05],[1.21 1.01 1.21 1.01 1.21 1.01],[1.38 1.28 1.35 1.22 1.31 1.23]
32,2,[3.25281473e-04 8.61636043e-05 3.03646201e-06 2.66230230e-05],[1.2  1.2  1.2  1.21 1.21 1.22],[1.3  1.35 1.3  1.38 1.34 1.43]
32,3,[1.45958885e-06 5.92508472e-03 2.01837402e-06 6.83824451e-01],[1.06 1.3  1.   1.06 1.   1.  ],[1.33 1.44 1.33 1.31 1.06 1.31]
32,4,[1.49865780e-01 5.11704056e-07 7.64696930e-06 1.26902159e-02],[1.   1.   1.   1.26 1.03 1.03],[1.34 1.27 1.03 1.42 1.34 1.27]
32,5,[1.20728930e-05 3.01512681e-02 2.24865307e-03 3.96281610e-05],[1.03 1.1  1.21 1.03 1.03 1.1 ],[1.26 1.26 1.34 1.1  1.23 1.26]
32,6,[7.02392086e-05 2.04518381e-03 5.91068216e-06 1.83234669e-04],[1.13 1.19 1.18 1.13 1.13 1.18],[1.27 1.37 1.28 1.31 1.22 1.39]
32,7,[3.18229569e-04 7.19023457e-05 4.33084287e-06 3.30752679e-08],[1.2  1.2  1.2  1.21 1.21 1.28],[1.33 1.35 1.48 1.38 1.51 1.65]
32,8,[8.46374664e-05 6.06924195e-05 9.61187116e-05 4.54133335e-02],[1.18 1.18 1.01 1.18 1.01 1.01],[1.32 1.28 1.21 1.27 1.22 1.2 ]
32,9,[9.43485701e-04 3.82716626e-05 1.58578750e-02 5.92630845e-07],[1.13 1.06 1.13 1.06 1.21 1.06],[1.27 1.13 1.38 1.23 1.44 1.38]
0,0,[4.51091784e-07 1.22407104e-08 1.02249369e-03 1.77945805e-04],[1.34 1.16 1.18 1.16 1.18 1.16],[1.73 1.41 1.41 1.48 1.5  1.26]
0,1,[3.81245339e-04 4.45487223e-08 2.50044561e-05 4.16447142e-05],[1.19 1.19 1.19 1.22 1.22 1.22],[1.55 1.3  1.27 1.54 1.52 1.4 ]
0,2,[8.13423361e-04 6.35434886e-05 1.67650898e-03 3.14609959e-05],[1.14 1.14 1.14 1.14 1.2  1.14],[1.27 1.17 1.27 1.25 1.35 1.29]
0,3,[6.46002115e-07 1.43651966e-02 8.93131145e-06 1.17155252e-06],[1.06 1.28 1.32 1.06 1.06 1.28],[1.38 1.47 1.46 1.28 1.34 1.52]
0,4,[7.67312909e-06 2.42493719e-03 2.11033035e-05 1.75933264e-02],[1.09 1.23 1.05 1.09 1.05 1.05],[1.29 1.37 1.28 1.25 1.1  1.25]
0,5,[5.30739040e-06 1.74640897e-06 6.34341772e-03 3.54410400e-05],[1.27 1.09 1.24 1.09 1.24 1.09],[1.47 1.3  1.38 1.33 1.38 1.28]
0,6,[7.82933094e-04 2.01099335e-05 3.24702188e-07 6.26474965e-08],[1.17 1.17 1.17 1.25 1.25 1.36],[1.33 1.41 1.43 1.49 1.52 1.69]
0,7,[4.94571456e-05 1.89997029e-02 2.64409586e-04 1.40177828e-06],[1.05 1.17 1.2  1.05 1.05 1.17],[1.24 1.26 1.37 1.17 1.33 1.4 ]
0,8,[6.69857418e-06 7.30316107e-06 2.74340055e-07 7.24172090e-04],[1.27 1.27 1.17 1.27 1.17 1.17],[1.44 1.51 1.33 1.52 1.32 1.45]
0,9,[1.11059402e-03 4.21625472e-05 1.70935119e-08 1.56206632e-03],[1.14 1.14 1.14 1.21 1.14 1.14],[1.28 1.48 1.17 1.54 1.25 1.51]
14,0,[7.41216815e-04 2.85924143e-07 7.95114171e-04 2.67136933e-03],[1.13 1.13 1.13 1.13 1.13 1.13],[1.41 1.2  1.16 1.4  1.4  1.2 ]
14,1,[1.19131304e-05 2.13071686e-03 2.01569534e-05 1.07005286e-07],[1.13 1.25 1.25 1.13 1.13 1.25],[1.34 1.38 1.54 1.27 1.43 1.57]
14,2,[0.0002628  0.00207916 0.01665978 0.06789464],[1.08 1.02 1.   1.02 1.   1.  ],[1.17 1.15 1.15 1.08 1.08 1.02]
14,3,[7.25843515e-06 2.05531425e-03 1.43913080e-03 5.91518166e-06],[1.13 1.13 1.25 1.13 1.13 1.13],[1.31 1.31 1.43 1.16 1.31 1.33]
14,4,[5.18201226e-08 1.89003640e-04 1.49451131e-03 1.47115920e-04],[1.17 1.15 1.17 1.15 1.17 1.15],[1.53 1.46 1.48 1.21 1.26 1.26]
14,5,[3.89807391e-07 2.54879717e-07 1.73344470e-04 3.87308179e-04],[1.34 1.19 1.19 1.19 1.19 1.19],[1.64 1.42 1.42 1.45 1.41 1.3 ]
14,6,[0.00054228 0.000132   0.00038565 0.12550854],[1.14 1.14 1.   1.14 1.   1.  ],[1.24 1.19 1.15 1.23 1.19 1.16]
14,7,[4.35540291e-05 7.07888750e-08 4.95794917e-06 1.55278726e-04],[1.23 1.23 1.22 1.28 1.22 1.22],[1.57 1.39 1.32 1.57 1.47 1.43]
14,8,[8.63329757e-05 8.50183998e-05 4.96114125e-05 5.17056434e-06],[1.24 1.24 1.24 1.24 1.24 1.24],[1.34 1.3  1.4  1.33 1.38 1.47]
14,9,[4.19845094e-07 2.89658189e-06 4.04966786e-02 4.10022262e-06],[1.29 1.01 1.29 1.01 1.29 1.01],[1.55 1.37 1.5  1.31 1.41 1.3 ]
8,0,[2.03461050e-03 3.53486698e-08 7.81970839e-06 3.53851774e-03],[1.11 1.11 1.11 1.26 1.11 1.11],[1.49 1.3  1.13 1.53 1.45 1.3 ]
8,1,[5.90654812e-08 3.75403908e-04 1.30941784e-02 2.16614613e-03],[1.14 1.06 1.1  1.06 1.1  1.06],[1.44 1.41 1.41 1.16 1.17 1.11]
8,2,[1.15976631e-05 4.18001055e-06 6.19754483e-05 3.29759427e-05],[1.26 1.26 1.26 1.26 1.26 1.26],[1.51 1.35 1.38 1.41 1.39 1.41]
8,3,[4.46213058e-05 1.12139266e-05 9.23224216e-06 1.82947627e-05],[1.27 1.27 1.27 1.27 1.27 1.27],[1.4  1.36 1.35 1.42 1.41 1.48]
8,4,[8.43684427e-03 3.00238236e-08 6.46300827e-05 2.85506560e-05],[1.08 1.08 1.08 1.22 1.22 1.22],[1.47 1.22 1.24 1.49 1.5  1.36]
8,5,[4.13443734e-02 1.07586635e-05 1.07846932e-03 8.61589038e-08],[1.01 1.01 1.01 1.12 1.25 1.12],[1.27 1.12 1.41 1.27 1.53 1.47]
8,6,[2.38183800e-04 3.02275254e-07 1.70946368e-04 4.22293585e-03],[1.16 1.16 1.11 1.16 1.11 1.11],[1.44 1.27 1.2  1.43 1.39 1.23]
8,7,[1.44159897e-02 7.90802200e-06 1.11789482e-02 8.94792457e-05],[1.05 1.05 1.05 1.05 1.19 1.05],[1.27 1.05 1.2  1.27 1.32 1.2 ]
8,8,[8.26011106e-06 4.20083830e-03 4.07025369e-09 9.28220333e-04],[1.11 1.26 1.13 1.11 1.11 1.13],[1.31 1.6  1.31 1.5  1.16 1.55]
8,9,[7.97937618e-04 4.90830710e-04 1.15811824e-05 3.88889236e-02],[1.13 1.13 1.02 1.13 1.02 1.02],[1.21 1.28 1.13 1.28 1.15 1.28]
21,0,[4.13565176e-03 1.09247583e-05 3.17851627e-04 6.86667430e-03],[1.09 1.09 1.09 1.14 1.09 1.09],[1.28 1.17 1.09 1.3  1.27 1.17]
21,1,[2.87741376e-02 4.84231720e-03 4.35328177e-06 1.14190596e-02],[1.03 1.03 1.03 1.05 1.04 1.04],[1.05 1.28 1.04 1.28 1.05 1.28]
21,2,[4.84594116e-05 2.78705993e-02 7.82495979e-09 1.18179158e-03],[1.03 1.21 1.12 1.03 1.03 1.12],[1.23 1.51 1.25 1.48 1.12 1.54]
21,3,[0.00255157 0.00039652 0.00363205 0.00033827],[1.11 1.11 1.11 1.11 1.13 1.11],[1.19 1.12 1.19 1.18 1.24 1.19]
21,4,[3.16698858e-05 1.79087078e-04 1.02953444e-04 2.15535081e-05],[1.22 1.22 1.22 1.22 1.22 1.22],[1.36 1.35 1.34 1.29 1.31 1.41]
21,5,[4.45060655e-10 3.60162101e-06 4.00457338e-03 2.17827394e-04],[1.28 1.11 1.18 1.11 1.18 1.11],[1.72 1.57 1.58 1.33 1.35 1.23]
21,6,[4.52626773e-04 3.90155078e-04 7.50840420e-04 1.06199511e-06],[1.17 1.17 1.17 1.17 1.17 1.17],[1.24 1.21 1.4  1.21 1.39 1.42]
21,7,[1.78309149e-06 4.32383586e-03 1.64632051e-05 8.84182017e-03],[1.08 1.24 1.08 1.08 1.08 1.08],[1.32 1.41 1.32 1.26 1.09 1.26]
21,8,[9.62547762e-04 1.93530725e-09 1.16001946e-08 4.64199607e-07],[1.16 1.16 1.16 1.45 1.37 1.37],[1.64 1.5  1.39 1.75 1.72 1.75]
21,9,[9.35884429e-06 7.50147915e-06 1.52440068e-04 8.27345808e-07],[1.26 1.23 1.26 1.23 1.26 1.23],[1.48 1.35 1.46 1.35 1.48 1.44]
9,0,[1.42321327e-05 5.91825379e-04 2.37692743e-08 5.01118091e-04],[1.18 1.24 1.18 1.18 1.18 1.18],[1.34 1.54 1.32 1.5  1.21 1.53]
9,1,[5.85449009e-04 5.42993220e-07 1.23243617e-06 3.44068797e-05],[1.18 1.18 1.18 1.31 1.24 1.24],[1.44 1.36 1.29 1.55 1.45 1.5 ]
9,2,[1.31423198e-05 4.22730952e-06 8.80195526e-06 2.69274950e-03],[1.25 1.25 1.12 1.25 1.12 1.12],[1.49 1.42 1.28 1.42 1.32 1.32]
9,3,[2.89734036e-04 6.54070040e-02 1.39798449e-06 5.29594940e-04],[1.   1.15 1.15 1.   1.   1.15],[1.17 1.36 1.2  1.33 1.15 1.39]
9,4,[3.01183680e-08 1.37776312e-06 5.74298203e-07 4.38696653e-05],[1.33 1.33 1.27 1.33 1.27 1.27],[1.67 1.64 1.5  1.51 1.44 1.54]
9,5,[5.66757849e-05 2.49758224e-04 9.83626514e-11 1.27799824e-03],[1.17 1.2  1.15 1.17 1.15 1.15],[1.31 1.65 1.25 1.65 1.22 1.65]
9,6,[1.04609004e-05 7.54677257e-04 1.07802604e-04 1.59012750e-02],[1.13 1.18 1.05 1.13 1.05 1.05],[1.3  1.34 1.27 1.22 1.14 1.21]
9,7,[3.79285596e-04 1.85750676e-04 3.03438616e-05 2.43799798e-08],[1.19 1.19 1.19 1.19 1.19 1.22],[1.3  1.3  1.49 1.32 1.48 1.59]
9,8,[2.77198272e-07 5.89287233e-04 3.45803762e-02 1.79518339e-02],[1.13 1.02 1.02 1.02 1.02 1.02],[1.39 1.36 1.36 1.13 1.13 1.02]
9,9,[3.07677125e-02 3.56505995e-03 1.45298773e-05 3.19103330e-04],[1.03 1.03 1.03 1.08 1.08 1.14],[1.08 1.25 1.16 1.25 1.16 1.32]
31,0,[1.59029656e-09 1.07969462e-03 6.21241802e-07 1.69995806e-02],[1.12 1.33 1.05 1.12 1.05 1.05],[1.56 1.65 1.52 1.35 1.13 1.35]
31,1,[3.17854398e-02 3.21840172e-03 1.27543955e-07 3.83305297e-06],[1.03 1.03 1.03 1.08 1.08 1.28],[1.08 1.4  1.28 1.4  1.28 1.6 ]
31,2,[1.14601690e-03 8.65561013e-03 1.87895304e-03 6.89154323e-07],[1.08 1.1  1.1  1.08 1.08 1.1 ],[1.14 1.14 1.37 1.11 1.36 1.38]
31,3,[5.28353049e-05 3.54123664e-05 1.14488745e-05 8.15928119e-02],[1.21 1.21 1.   1.21 1.   1.  ],[1.34 1.34 1.22 1.35 1.23 1.27]
31,4,[3.74032531e-03 9.37239720e-05 1.13886706e-01 9.37098865e-09],[1.08 1.   1.08 1.   1.18 1.  ],[1.21 1.08 1.46 1.2  1.48 1.46]
31,5,[3.32408050e-06 3.28144928e-05 1.12254584e-06 4.18311407e-05],[1.27 1.29 1.27 1.27 1.27 1.27],[1.44 1.51 1.39 1.44 1.32 1.51]
31,6,[4.58315465e-04 2.28841734e-08 6.40747150e-04 4.31520938e-03],[1.13 1.13 1.11 1.13 1.11 1.11],[1.49 1.21 1.17 1.47 1.46 1.18]
31,7,[6.30601351e-03 1.98346926e-04 5.76207810e-04 3.37547329e-07],[1.09 1.09 1.09 1.15 1.16 1.15],[1.21 1.16 1.39 1.23 1.41 1.43]
31,8,[1.52199002e-07 3.39659533e-04 4.09259324e-05 3.50650812e-03],[1.16 1.21 1.12 1.16 1.12 1.12],[1.44 1.47 1.4  1.3  1.18 1.27]
31,9,[8.49385796e-05 5.09810156e-04 3.39107211e-05 4.15025849e-05],[1.18 1.2  1.2  1.18 1.18 1.2 ],[1.29 1.33 1.32 1.3  1.28 1.39]
30,0,[4.48338560e-04 4.16843277e-07 3.55418150e-05 3.33120069e-06],[1.19 1.19 1.19 1.24 1.29 1.24],[1.45 1.28 1.35 1.46 1.53 1.46]
30,1,[2.71328880e-07 3.91446331e-02 7.88393667e-05 6.36426725e-03],[1.02 1.19 1.06 1.02 1.02 1.06],[1.36 1.42 1.36 1.21 1.06 1.21]
30,2,[2.40815581e-07 1.14413203e-01 2.16367060e-02 7.05751271e-07],[1.   1.01 1.33 1.   1.   1.01],[1.37 1.37 1.56 1.01 1.33 1.33]
30,3,[3.13046275e-04 2.06984137e-06 1.06462211e-05 1.31578872e-01],[1.17 1.17 1.   1.25 1.   1.  ],[1.38 1.29 1.17 1.42 1.32 1.27]
30,4,[2.39645974e-05 3.54149784e-02 1.02497163e-03 2.14620938e-04],[1.02 1.13 1.16 1.02 1.02 1.13],[1.25 1.26 1.28 1.13 1.18 1.22]
30,5,[3.77272360e-04 3.86835297e-07 3.10193000e-07 2.19076731e-05],[1.2  1.2  1.2  1.34 1.25 1.25],[1.45 1.43 1.31 1.61 1.48 1.52]
30,6,[1.68192968e-04 8.16957510e-04 1.02611867e-02 3.30435457e-10],[1.13 1.07 1.17 1.07 1.13 1.07],[1.23 1.19 1.6  1.14 1.58 1.58]
30,7,[6.72206197e-05 3.94837325e-04 1.79459782e-03 1.12459481e-02],[1.14 1.1  1.07 1.1  1.07 1.07],[1.27 1.23 1.21 1.17 1.16 1.12]
30,8,[4.29637425e-04 5.38087471e-04 1.70982628e-08 9.19130107e-04],[1.16 1.16 1.16 1.16 1.16 1.16],[1.25 1.5  1.21 1.5  1.2  1.53]
30,9,[5.06915165e-04 1.72749225e-05 1.76557360e-06 1.53473143e-04],[1.19 1.19 1.19 1.24 1.19 1.19],[1.34 1.38 1.23 1.44 1.34 1.43]
28,0,[1.96734596e-02 2.78212171e-04 8.21990158e-08 8.56701667e-04],[1.05 1.05 1.05 1.15 1.13 1.13],[1.18 1.42 1.13 1.44 1.2  1.47]
28,1,[3.49267117e-03 2.29605074e-03 1.16342895e-04 4.06331179e-06],[1.11 1.11 1.11 1.11 1.11 1.18],[1.15 1.2  1.31 1.2  1.31 1.37]
28,2,[2.18820558e-02 8.16427514e-07 1.18421202e-07 2.69591796e-04],[1.04 1.04 1.04 1.33 1.17 1.17],[1.35 1.41 1.17 1.53 1.37 1.48]
28,3,[0.00084135 0.0003957  0.00723519 0.01576105],[1.11 1.06 1.06 1.06 1.06 1.06],[1.2  1.12 1.12 1.14 1.14 1.06]
28,4,[1.30216279e-07 5.16394418e-06 1.15541556e-04 4.42385253e-04],[1.27 1.2  1.19 1.2  1.19 1.19],[1.6  1.45 1.44 1.37 1.36 1.29]
28,5,[1.88730822e-08 1.45818992e-04 5.20979553e-02 1.75948419e-06],[1.19 1.   1.31 1.   1.19 1.  ],[1.5  1.46 1.56 1.19 1.37 1.33]
28,6,[2.58386997e-04 1.25723779e-05 9.26059438e-06 7.80969922e-07],[1.21 1.21 1.21 1.25 1.25 1.25],[1.39 1.34 1.4  1.4  1.49 1.52]
28,7,[7.20050670e-04 3.47658238e-03 6.44706324e-06 2.11477598e-03],[1.11 1.12 1.11 1.11 1.11 1.11],[1.18 1.31 1.18 1.3  1.13 1.33]
28,8,[1.41959639e-06 1.56616281e-04 1.26726213e-04 3.92507560e-07],[1.22 1.22 1.31 1.22 1.22 1.22],[1.43 1.42 1.53 1.28 1.42 1.53]
28,9,[1.87138043e-06 2.23440719e-03 8.70637805e-06 9.02464885e-06],[1.13 1.26 1.26 1.13 1.13 1.26],[1.37 1.45 1.44 1.29 1.3  1.45]
41,0,[9.41533004e-05 1.46545041e-02 7.99506545e-08 2.30114030e-04],[1.06 1.18 1.18 1.06 1.06 1.18],[1.22 1.46 1.26 1.42 1.18 1.49]
41,1,[3.20492716e-04 1.61202158e-03 3.73444352e-06 2.14808857e-04],[1.14 1.16 1.16 1.14 1.14 1.16],[1.23 1.34 1.25 1.34 1.21 1.42]
41,2,[1.95792487e-06 3.05459603e-04 2.87771142e-03 1.26551364e-07],[1.17 1.12 1.3  1.12 1.17 1.12],[1.41 1.35 1.55 1.19 1.43 1.43]
41,3,[0.00032375 0.00045478 0.00528459 0.01791751],[1.13 1.07 1.05 1.07 1.05 1.05],[1.21 1.15 1.15 1.15 1.15 1.07]
41,4,[2.57897339e-06 3.00369603e-07 6.28257179e-03 3.74629138e-04],[1.29 1.09 1.16 1.09 1.16 1.09],[1.59 1.33 1.33 1.39 1.42 1.19]
41,5,[5.41635699e-05 2.31063020e-01 7.09729673e-05 2.05310825e-05],[1.  1.2 1.2 1.  1.  1.2],[1.22 1.3  1.32 1.21 1.25 1.36]
41,6,[6.52633576e-04 6.85911759e-04 6.83624361e-03 1.11761858e-07],[1.12 1.09 1.12 1.09 1.12 1.09],[1.19 1.15 1.44 1.15 1.44 1.44]
41,7,[8.35764513e-08 1.84746545e-01 2.96306877e-08 9.68635066e-04],[1.   1.39 1.12 1.   1.   1.12],[1.41 1.64 1.41 1.44 1.12 1.48]
41,8,[1.33299358e-04 1.49130132e-07 1.81046958e-06 7.01552228e-04],[1.19 1.19 1.17 1.31 1.17 1.17],[1.5  1.41 1.24 1.56 1.42 1.4 ]
41,9,[6.80726142e-04 4.34664062e-05 6.55696038e-02 5.13096646e-05],[1.14 1.   1.14 1.   1.19 1.  ],[1.27 1.14 1.23 1.23 1.31 1.22]
23,0,[2.36857244e-06 6.15617428e-06 1.09672570e-03 3.38629286e-05],[1.27 1.16 1.24 1.16 1.24 1.16],[1.5  1.35 1.41 1.32 1.42 1.31]
23,1,[2.03466371e-03 6.02936213e-05 3.45524521e-04 3.83035247e-05],[1.13 1.13 1.13 1.16 1.2  1.16],[1.26 1.19 1.26 1.29 1.31 1.31]
23,2,[9.33263387e-06 1.38877453e-06 8.17238761e-05 4.93457109e-04],[1.25 1.21 1.19 1.21 1.19 1.19],[1.52 1.36 1.32 1.42 1.38 1.32]
23,3,[1.52072275e-03 5.38311919e-06 7.62077035e-04 3.53760888e-05],[1.15 1.15 1.15 1.15 1.21 1.15],[1.33 1.18 1.27 1.32 1.39 1.31]
23,4,[7.94967132e-03 2.82938819e-06 1.27032324e-06 5.99881249e-04],[1.08 1.08 1.08 1.29 1.14 1.14],[1.35 1.34 1.15 1.49 1.35 1.37]
23,5,[1.77591846e-03 5.81377064e-06 3.39333420e-03 3.25639185e-05],[1.11 1.11 1.11 1.11 1.22 1.11],[1.31 1.14 1.26 1.3  1.37 1.26]
23,6,[7.90056043e-08 5.78321360e-05 6.50405567e-04 5.47214142e-05],[1.2  1.18 1.2  1.18 1.2  1.18],[1.54 1.45 1.49 1.28 1.33 1.31]
23,7,[4.19699100e-05 1.38106338e-05 2.44518028e-04 1.87948518e-02],[1.21 1.17 1.05 1.17 1.05 1.05],[1.39 1.28 1.23 1.29 1.27 1.19]
23,8,[6.14069663e-06 1.52855346e-03 4.62776189e-05 1.28510972e-03],[1.14 1.21 1.14 1.14 1.14 1.14],[1.33 1.37 1.33 1.26 1.17 1.29]
23,9,[4.12793056e-03 8.61396855e-03 4.84055620e-08 2.43544449e-06],[1.08 1.08 1.08 1.08 1.08 1.29],[1.1  1.42 1.3  1.42 1.3  1.62]
57,0,[9.69755584e-03 1.79518303e-05 3.11760476e-04 2.18229302e-02],[1.04 1.04 1.04 1.15 1.04 1.04],[1.24 1.15 1.04 1.26 1.24 1.15]
57,1,[1.58710668e-01 2.15141027e-05 4.89138263e-05 1.04055674e-01],[1.  1.  1.  1.2 1.  1. ],[1.23 1.2  1.   1.29 1.23 1.2 ]
57,2,[9.03075317e-08 8.34248883e-05 6.03884153e-03 8.61830081e-04],[1.19 1.09 1.13 1.09 1.13 1.09],[1.49 1.42 1.43 1.21 1.24 1.17]
57,3,[1.03741534e-03 6.73344233e-04 1.31430480e-03 7.04872465e-07],[1.15 1.15 1.15 1.15 1.15 1.15],[1.2  1.18 1.37 1.18 1.39 1.4 ]
57,4,[8.28579969e-02 5.34702197e-05 6.89461586e-03 9.54535505e-04],[1.   1.   1.   1.06 1.11 1.06],[1.21 1.06 1.13 1.21 1.22 1.13]
57,5,[5.79353941e-04 2.52364960e-03 6.10652470e-05 6.53793936e-04],[1.13 1.13 1.13 1.13 1.13 1.13],[1.2  1.27 1.2  1.25 1.17 1.29]
57,6,[6.39314085e-05 8.10363493e-02 4.20440744e-06 5.45505255e-06],[1.   1.21 1.21 1.   1.   1.26],[1.21 1.36 1.35 1.3  1.29 1.47]
57,7,[4.32620769e-03 6.80896773e-06 6.43655725e-05 1.84419754e-06],[1.11 1.11 1.11 1.22 1.27 1.22],[1.32 1.23 1.33 1.36 1.46 1.44]
57,8,[7.13703424e-07 2.36581179e-08 3.50090640e-02 2.13909112e-04],[1.33 1.02 1.18 1.02 1.18 1.02],[1.69 1.35 1.37 1.45 1.47 1.18]
57,9,[7.36223704e-05 3.32924606e-05 5.25611618e-05 1.92879536e-02],[1.2  1.2  1.05 1.2  1.05 1.05],[1.34 1.31 1.21 1.31 1.24 1.24]
43,0,[1.12945750e-04 9.73194302e-05 9.24720839e-03 2.86843130e-04],[1.17 1.08 1.17 1.08 1.17 1.08],[1.3  1.21 1.24 1.21 1.24 1.19]
43,1,[1.04753714e-02 1.94813212e-06 2.01644689e-06 8.92610000e-03],[1.06 1.06 1.06 1.28 1.06 1.06],[1.31 1.33 1.06 1.44 1.31 1.33]
43,2,[3.87719209e-02 3.78086194e-07 8.28067823e-05 5.48278263e-02],[1.   1.   1.   1.19 1.   1.  ],[1.35 1.19 1.   1.4  1.35 1.19]
43,3,[1.96773380e-03 4.91576811e-02 1.15267167e-01 1.17150982e-07],[1.   1.   1.08 1.   1.   1.  ],[1.08 1.08 1.37 1.   1.37 1.37]
43,4,[1.53441372e-04 6.89059001e-07 3.01399251e-04 2.65277285e-03],[1.17 1.17 1.13 1.17 1.13 1.13],[1.45 1.27 1.21 1.39 1.37 1.23]
