19,0,"[1, 3, 4, 4]","[1, 3, 4, 4]"
19,1,"[1, 2, 4, 4]","[1, 2, 4, 4]"
19,2,"[0, 2, 3, 4]","[0, 2, 3, 4]"
19,3,"[0, 1, 3, 4]","[0, 3, 3, 4]"
19,4,"[0, 3, 4, 4]","[0, 3, 4, 4]"
19,5,"[0, 1, 3, 4]","[0, 1, 3, 4]"
19,6,"[0, 2, 4, 4]","[0, 2, 4, 4]"
19,7,"[1, 3, 4, 4]","[1, 3, 4, 4]"
19,8,"[1, 4, 4, 4]","[1, 4, 4, 4]"
19,9,"[1, 3, 4, 4]","[1, 3, 4, 4]"
3,0,"[1, 3, 4, 4]","[1, 4, 4, 4]"
3,1,"[0, 3, 4, 4]","[0, 3, 4, 4]"
3,2,"[1, 2, 3, 4]","[1, 2, 3, 4]"
3,3,"[0, 2, 4, 4]","[0, 2, 4, 4]"
3,4,"[0, 1, 4, 4]","[0, 1, 4, 4]"
3,5,"[0, 2, 3, 4]","[0, 2, 4, 4]"
3,6,"[2, 3, 4, 4]","[2, 3, 4, 4]"
3,7,"[2, 3, 4, 4]","[2, 3, 4, 4]"
3,8,"[2, 2, 3, 4]","[2, 2, 3, 4]"
3,9,"[1, 2, 4, 4]","[1, 2, 4, 4]"
10,0,"[1, 3, 4, 4]","[1, 3, 4, 4]"
10,1,"[1, 3, 3, 3]","[1, 3, 3, 3]"
10,2,"[2, 4, 4, 4]","[2, 4, 4, 4]"
10,3,"[0, 2, 3, 4]","[0, 2, 3, 4]"
10,4,"[0, 3, 4, 4]","[0, 3, 4, 4]"
10,5,"[0, 1, 4, 4]","[0, 1, 4, 4]"
10,6,"[0, 1, 3, 4]","[0, 1, 3, 4]"
10,7,"[2, 3, 4, 4]","[2, 3, 4, 4]"
10,8,"[0, 0, 2, 4]","[0, 0, 3, 4]"
10,9,"[0, 1, 3, 4]","[0, 1, 3, 4]"
4,0,"[0, 2, 3, 4]","[0, 2, 3, 4]"
4,1,"[1, 3, 4, 4]","[1, 3, 4, 4]"
4,2,"[0, 3, 4, 4]","[0, 3, 4, 4]"
4,3,"[0, 2, 4, 4]","[0, 3, 4, 4]"
4,4,"[0, 2, 4, 4]","[0, 3, 4, 4]"
4,5,"[0, 1, 3, 4]","[0, 1, 4, 4]"
4,6,"[0, 3, 4, 4]","[0, 3, 4, 4]"
4,7,"[0, 3, 4, 4]","[0, 3, 4, 4]"
4,8,"[2, 3, 4, 4]","[2, 3, 4, 4]"
4,9,"[2, 2, 3, 4]","[2, 2, 3, 4]"
13,0,"[1, 2, 4, 4]","[1, 2, 4, 4]"
13,1,"[1, 3, 4, 4]","[1, 4, 4, 4]"
13,2,"[1, 3, 4, 4]","[1, 3, 4, 4]"
13,3,"[0, 2, 4, 4]","[0, 2, 4, 4]"
13,4,"[0, 1, 3, 4]","[0, 1, 3, 4]"
13,5,"[2, 3, 3, 4]","[2, 3, 3, 4]"
13,6,"[0, 2, 4, 4]","[0, 2, 4, 4]"
13,7,"[0, 3, 4, 4]","[0, 3, 4, 4]"
13,8,"[0, 2, 4, 4]","[0, 2, 4, 4]"
13,9,"[0, 4, 4, 4]","[0, 4, 4, 4]"
2,0,"[0, 2, 3, 4]","[0, 2, 3, 4]"
2,1,"[1, 2, 3, 4]","[1, 2, 3, 4]"
2,2,"[0, 2, 4, 4]","[0, 3, 4, 4]"
2,3,"[0, 3, 4, 4]","[0, 3, 4, 4]"
2,4,"[2, 3, 4, 4]","[2, 3, 4, 4]"
2,5,"[1, 3, 4, 4]","[1, 3, 4, 4]"
2,6,"[0, 3, 4, 4]","[0, 3, 4, 4]"
2,7,"[0, 3, 4, 4]","[0, 3, 4, 4]"
2,8,"[1, 2, 4, 4]","[1, 3, 4, 4]"
2,9,"[1, 3, 4, 4]","[1, 3, 4, 4]"
17,0,"[0, 3, 4, 4]","[0, 3, 4, 4]"
17,1,"[1, 3, 4, 4]","[1, 3, 4, 4]"
17,2,"[1, 2, 3, 4]","[1, 2, 4, 4]"
17,3,"[0, 3, 3, 4]","[0, 3, 3, 4]"
17,4,"[1, 3, 4, 4]","[1, 3, 4, 4]"
17,5,"[0, 2, 3, 4]","[0, 2, 3, 4]"
17,6,"[0, 1, 3, 4]","[0, 1, 4, 4]"
17,7,"[2, 2, 3, 4]","[2, 2, 4, 4]"
17,8,"[0, 3, 4, 4]","[0, 3, 4, 4]"
17,9,"[0, 2, 4, 4]","[0, 2, 4, 4]"
0,0,"[0, 3, 4, 4]","[0, 3, 4, 4]"
0,1,"[1, 3, 4, 4]","[1, 3, 4, 4]"
0,2,"[1, 2, 4, 4]","[1, 2, 4, 4]"
0,3,"[0, 3, 4, 4]","[0, 3, 4, 4]"
0,4,"[0, 1, 4, 4]","[0, 3, 4, 4]"
0,5,"[0, 3, 4, 4]","[0, 3, 4, 4]"
0,6,"[0, 2, 4, 4]","[0, 2, 4, 4]"
0,7,"[2, 2, 4, 4]","[2, 2, 4, 4]"
0,8,"[0, 3, 4, 4]","[0, 3, 4, 4]"
0,9,"[0, 1, 4, 4]","[0, 1, 4, 4]"
18,0,"[1, 3, 4, 4]","[1, 3, 4, 4]"
18,1,"[0, 2, 3, 4]","[0, 2, 3, 4]"
18,2,"[1, 2, 4, 4]","[1, 2, 4, 4]"
18,3,"[0, 3, 4, 4]","[0, 3, 4, 4]"
18,4,"[1, 2, 4, 4]","[1, 3, 4, 4]"
18,5,"[0, 2, 3, 4]","[0, 2, 4, 4]"
18,6,"[0, 3, 4, 4]","[0, 3, 4, 4]"
18,7,"[0, 3, 3, 4]","[0, 3, 4, 4]"
18,8,"[1, 3, 4, 4]","[1, 3, 4, 4]"
18,9,"[0, 3, 3, 3]","[0, 3, 3, 3]"
11,0,"[0, 2, 3, 4]","[0, 3, 3, 4]"
11,1,"[1, 2, 4, 4]","[1, 2, 4, 4]"
11,2,"[1, 3, 4, 4]","[1, 3, 4, 4]"
11,3,"[0, 3, 4, 4]","[0, 3, 4, 4]"
11,4,"[0, 2, 3, 3]","[0, 2, 3, 4]"
11,5,"[1, 4, 4, 4]","[1, 4, 4, 4]"
11,6,"[0, 2, 3, 4]","[0, 2, 4, 4]"
11,7,"[0, 3, 3, 4]","[0, 3, 3, 4]"
11,8,"[1, 3, 3, 4]","[1, 3, 3, 4]"
11,9,"[1, 3, 4, 4]","[1, 3, 4, 4]"
5,0,"[1, 3, 4, 4]","[1, 3, 4, 4]"
5,1,"[2, 3, 4, 4]","[2, 3, 4, 4]"
5,2,"[0, 2, 3, 4]","[0, 2, 4, 4]"
5,3,"[2, 2, 4, 4]","[2, 2, 4, 4]"
5,4,"[1, 1, 4, 4]","[1, 1, 4, 4]"
5,5,"[2, 3, 3, 4]","[2, 3, 3, 4]"
5,6,"[0, 3, 4, 4]","[0, 4, 4, 4]"
5,7,"[0, 2, 3, 4]","[0, 2, 3, 4]"
5,8,"[1, 2, 4, 4]","[1, 2, 4, 4]"
5,9,"[1, 1, 3, 4]","[1, 1, 3, 4]"
7,0,"[0, 1, 4, 4]","[0, 1, 4, 4]"
7,1,"[1, 3, 4, 4]","[1, 3, 4, 4]"
7,2,"[1, 3, 3, 4]","[1, 3, 3, 4]"
7,3,"[0, 2, 4, 4]","[0, 2, 4, 4]"
7,4,"[1, 2, 4, 4]","[1, 2, 4, 4]"
7,5,"[0, 2, 4, 4]","[0, 2, 4, 4]"
7,6,"[0, 1, 4, 4]","[0, 2, 4, 4]"
7,7,"[0, 4, 4, 4]","[0, 4, 4, 4]"
7,8,"[1, 4, 4, 4]","[1, 4, 4, 4]"
7,9,"[1, 2, 3, 4]","[1, 2, 4, 4]"
9,0,"[1, 3, 4, 4]","[1, 3, 4, 4]"
9,1,"[2, 3, 4, 4]","[2, 3, 4, 4]"
9,2,"[1, 3, 3, 4]","[1, 3, 3, 4]"
9,3,"[0, 3, 4, 4]","[0, 4, 4, 4]"
9,4,"[1, 2, 3, 4]","[1, 2, 3, 4]"
9,5,"[1, 2, 4, 4]","[1, 2, 4, 4]"
9,6,"[0, 3, 4, 4]","[0, 4, 4, 4]"
9,7,"[0, 3, 3, 4]","[0, 3, 3, 4]"
9,8,"[1, 2, 4, 4]","[1, 4, 4, 4]"
9,9,"[2, 3, 4, 4]","[2, 3, 4, 4]"
6,0,"[0, 1, 2, 4]","[0, 1, 4, 4]"
6,1,"[0, 3, 4, 4]","[0, 3, 4, 4]"
6,2,"[0, 2, 3, 4]","[0, 2, 4, 4]"
6,3,"[0, 3, 4, 4]","[0, 3, 4, 4]"
6,4,"[0, 2, 3, 4]","[0, 2, 4, 4]"
6,5,"[1, 2, 3, 3]","[1, 2, 3, 4]"
6,6,"[1, 2, 3, 4]","[1, 2, 4, 4]"
6,7,"[0, 1, 3, 4]","[0, 1, 3, 4]"
6,8,"[1, 3, 4, 4]","[1, 3, 4, 4]"
6,9,"[0, 2, 4, 4]","[0, 3, 4, 4]"
15,0,"[2, 3, 4, 4]","[2, 3, 4, 4]"
15,1,"[0, 3, 3, 4]","[0, 3, 3, 4]"
15,2,"[1, 3, 4, 4]","[1, 3, 4, 4]"
15,3,"[0, 2, 3, 4]","[0, 2, 4, 4]"
15,4,"[0, 1, 4, 4]","[0, 3, 4, 4]"
