28,1,"[1, 3, 4, 4]","[1, 3, 4, 4]"
28,2,"[1, 3, 4, 4]","[1, 3, 4, 4]"
28,3,"[1, 1, 2, 4]","[1, 1, 4, 4]"
28,4,"[0, 2, 3, 3]","[0, 2, 3, 4]"
28,5,"[0, 3, 3, 4]","[0, 3, 3, 4]"
28,6,"[1, 2, 3, 4]","[1, 2, 4, 4]"
28,7,"[1, 2, 4, 4]","[1, 4, 4, 4]"
28,8,"[0, 2, 3, 4]","[0, 2, 4, 4]"
28,9,"[0, 3, 4, 4]","[0, 3, 4, 4]"
27,0,"[1, 1, 3, 4]","[1, 1, 4, 4]"
27,1,"[1, 2, 4, 4]","[1, 3, 4, 4]"
27,2,"[1, 2, 4, 4]","[1, 2, 4, 4]"
27,3,"[0, 2, 3, 4]","[0, 2, 3, 4]"
27,4,"[0, 2, 4, 4]","[0, 3, 4, 4]"
27,5,"[1, 2, 3, 4]","[1, 2, 4, 4]"
27,6,"[0, 3, 4, 4]","[0, 3, 4, 4]"
27,7,"[0, 2, 3, 4]","[0, 2, 4, 4]"
27,8,"[0, 1, 2, 4]","[0, 1, 4, 4]"
27,9,"[0, 2, 2, 3]","[0, 2, 4, 4]"
38,0,"[0, 2, 3, 4]","[0, 2, 4, 4]"
38,1,"[1, 2, 3, 4]","[1, 2, 4, 4]"
38,2,"[2, 3, 4, 4]","[2, 3, 4, 4]"
38,3,"[0, 3, 4, 4]","[0, 3, 4, 4]"
38,4,"[1, 2, 3, 4]","[1, 2, 4, 4]"
38,5,"[1, 3, 4, 4]","[1, 3, 4, 4]"
38,6,"[0, 2, 4, 4]","[0, 4, 4, 4]"
38,7,"[1, 2, 3, 4]","[1, 2, 4, 4]"
38,8,"[1, 2, 3, 4]","[1, 2, 4, 4]"
38,9,"[0, 1, 2, 4]","[0, 1, 4, 4]"
58,0,"[1, 3, 4, 4]","[1, 3, 4, 4]"
58,1,"[0, 3, 4, 4]","[0, 3, 4, 4]"
58,2,"[1, 4, 4, 4]","[1, 4, 4, 4]"
58,3,"[1, 3, 4, 4]","[1, 3, 4, 4]"
58,4,"[1, 2, 4, 4]","[1, 3, 4, 4]"
58,5,"[0, 2, 4, 4]","[0, 2, 4, 4]"
58,6,"[2, 3, 4, 4]","[2, 3, 4, 4]"
58,7,"[0, 2, 4, 4]","[0, 4, 4, 4]"
58,8,"[0, 4, 4, 4]","[0, 4, 4, 4]"
58,9,"[1, 3, 3, 4]","[1, 3, 3, 4]"
53,0,"[0, 2, 3, 4]","[0, 2, 3, 4]"
53,1,"[0, 2, 3, 4]","[0, 2, 3, 4]"
53,2,"[0, 3, 4, 4]","[0, 3, 4, 4]"
53,3,"[0, 2, 3, 4]","[0, 2, 4, 4]"
53,4,"[0, 2, 3, 4]","[0, 2, 3, 4]"
53,5,"[0, 3, 4, 4]","[0, 3, 4, 4]"
53,6,"[0, 3, 4, 4]","[0, 3, 4, 4]"
53,7,"[1, 1, 3, 4]","[1, 1, 4, 4]"
53,8,"[1, 3, 3, 4]","[1, 3, 4, 4]"
53,9,"[0, 2, 3, 3]","[0, 2, 3, 3]"
59,0,"[0, 4, 4, 4]","[0, 4, 4, 4]"
59,1,"[0, 3, 4, 4]","[0, 3, 4, 4]"
59,2,"[0, 2, 3, 4]","[0, 2, 4, 4]"
59,3,"[0, 3, 3, 4]","[0, 3, 4, 4]"
