1.5,16,"([0.7, 0.6, 0.6, 0.7, 0.2], [0.08, 0.09, 0.09000000000000001, 0.12000000000000001, 0.030000000000000002])"
1.5,21,"([0.6, 0.5, 0.8, 0.8, 0.2], [0.07, 0.07, 0.14, 0.12000000000000001, 0.02])"
1.5,24,"([0.4, 0.9, 0.7, 1, 0.3], [0.05, 0.12000000000000001, 0.1, 0.21, 0.030000000000000002])"
1.5,22,"([0.4, 0.8, 0.9, 0.7, 0.1], [0.05, 0.13, 0.2, 0.13, 0.02])"
1.5,20,"([0.5, 0.5, 0.7, 0.9, 0.1], [0.060000000000000005, 0.07, 0.12000000000000001, 0.16, 0.01])"
1.5,26,"([0.7, 0.6, 0.8, 0.9, 0.2], [0.09000000000000001, 0.09, 0.13, 0.12000000000000001, 0.030000000000000002])"
1.5,25,"([0.5, 0.6, 0.9, 0.9, 0.1], [0.05, 0.09000000000000001, 0.14, 0.18, 0.01])"
1.5,31,"([0.7, 0.9, 0.9, 1, 0.3], [0.1, 0.18, 0.16, 0.17, 0.04])"
1.5,30,"([0.5, 0.7, 0.9, 0.8, 0.6], [0.05, 0.09000000000000001, 0.2, 0.19, 0.07])"
1.5,27,"([0.5, 0.5, 0.9, 0.9, 0.4], [0.060000000000000005, 0.08, 0.14, 0.16, 0.05])"
1.5,32,"([0.5, 0.9, 0.7, 0.9, 0.1], [0.05, 0.14, 0.14, 0.21, 0.01])"
1.5,28,"([0.5, 0.3, 0.9, 0.8, 0.2], [0.05, 0.06, 0.14, 0.13, 0.02])"
1.5,29,"([0.7, 0.9, 0.9, 0.9, 0.4], [0.1, 0.09000000000000001, 0.13, 0.16, 0.05])"
1.5,33,"([0.5, 0.7, 0.6, 0.8, 0.1], [0.05, 0.1, 0.12, 0.12000000000000001, 0.02])"
1.5,37,"([0.3, 0.5, 1, 0.8, 0.5], [0.030000000000000002, 0.060000000000000005, 0.21, 0.13, 0.05])"
1.5,38,"([0.6, 0.8, 0.6, 0.9, 0.5], [0.07, 0.14, 0.15000000000000002, 0.11, 0.05])"
1.5,34,"([0.2, 0.8, 0.8, 1, 0.5], [0.02, 0.08, 0.17, 0.2, 0.05])"
1.5,36,"([0.4, 0.5, 0.9, 0.8, 0.3], [0.05, 0.07, 0.15000000000000002, 0.15, 0.04])"
1.5,41,"([0.6, 0.6, 1, 0.8, 0.3], [0.07, 0.07, 0.17, 0.13, 0.04])"
1.5,40,"([0.3, 0.6, 1, 0.7, 0.2], [0.05, 0.08, 0.18, 0.15, 0.030000000000000002])"
1.5,39,"([0.7, 0.6, 1, 0.6, 0.1], [0.08, 0.09, 0.18, 0.08, 0.01])"
1.5,45,"([0.3, 0.9, 0.8, 0.9, 0.2], [0.030000000000000002, 0.12000000000000001, 0.11, 0.18, 0.030000000000000002])"
1.5,44,"([0.3, 0.7, 1, 0.8, 0.5], [0.030000000000000002, 0.11, 0.17, 0.12000000000000001, 0.060000000000000005])"
1.5,43,"([0.4, 0.8, 0.8, 0.8, 0.4], [0.05, 0.11, 0.12000000000000001, 0.17, 0.060000000000000005])"
1.5,35,"([0.3, 0.2, 0.7, 0.6, 0.2], [0.030000000000000002, 0.030000000000000002, 0.1, 0.15, 0.02])"
1.5,46,"([0.4, 0.7, 0.8, 0.8, 0], [0.04, 0.11, 0.16, 0.14, 0.0])"
1.5,42,"([0.5, 0.5, 0.9, 0.6, 0.2], [0.060000000000000005, 0.08, 0.18, 0.13, 0.02])"
1.5,48,"([0.4, 0.8, 1, 0.6, 0.4], [0.05, 0.14, 0.19, 0.09, 0.05])"
1.5,51,"([0.5, 0.7, 0.9, 0.8, 0.5], [0.05, 0.1, 0.17, 0.16, 0.05])"
1.5,52,"([0.4, 0.5, 1, 0.7, 0.5], [0.04, 0.1, 0.2, 0.08, 0.05])"
1.5,50,"([0.4, 0.7, 0.8, 0.8, 0.3], [0.07, 0.09, 0.12000000000000001, 0.16, 0.04])"
1.5,47,"([0.5, 0.8, 0.8, 0.9, 0.4], [0.060000000000000005, 0.1, 0.1, 0.13, 0.04])"
1.5,49,"([0.4, 0.6, 0.8, 1, 0.2], [0.060000000000000005, 0.09000000000000001, 0.13, 0.18, 0.02])"
1.5,54,"([0.6, 0.4, 0.8, 0.8, 0], [0.07, 0.04, 0.16, 0.13, 0.0])"
1.5,59,"([0.3, 0.5, 0.9, 0.7, 0.3], [0.030000000000000002, 0.07, 0.14, 0.1, 0.030000000000000002])"
1.5,56,"([0.4, 0.7, 0.7, 0.8, 0.3], [0.060000000000000005, 0.09000000000000001, 0.12000000000000001, 0.14, 0.030000000000000002])"
1.5,58,"([0.3, 0.6, 0.8, 0.8, 0.3], [0.030000000000000002, 0.08, 0.15, 0.13, 0.030000000000000002])"
1.5,57,"([0.7, 0.7, 0.9, 0.9, 0.6], [0.09000000000000001, 0.09000000000000001, 0.15, 0.18, 0.060000000000000005])"
1.5,53,"([0.3, 0.5, 0.6, 0.7, 0.3], [0.06, 0.08, 0.11, 0.1, 0.04])"
1.5,55,"([0.4, 0.6, 1, 0.8, 0.1], [0.04, 0.08, 0.19, 0.15, 0.01])"
1.5,66,"([0.6, 0.7, 0.7, 0.8, 0.3], [0.07, 0.11, 0.1, 0.13, 0.04])"
1.5,60,"([0.3, 0.5, 0.7, 0.8, 0.4], [0.030000000000000002, 0.08, 0.13, 0.11, 0.05])"
1.5,62,"([0.6, 0.4, 0.7, 0.7, 0.5], [0.060000000000000005, 0.06, 0.12, 0.14, 0.05])"
1.5,65,"([0.4, 0.7, 0.7, 0.7, 0.2], [0.060000000000000005, 0.11, 0.12000000000000001, 0.19, 0.02])"
1.5,63,"([0.4, 0.4, 0.7, 0.9, 0.6], [0.04, 0.05, 0.15, 0.2, 0.07])"
1.5,71,"([0.3, 0.8, 0.9, 0.8, 0.3], [0.030000000000000002, 0.09000000000000001, 0.15, 0.11, 0.060000000000000005])"
1.5,72,"([0.4, 0.6, 0.9, 0.8, 0.2], [0.060000000000000005, 0.11, 0.14, 0.17, 0.02])"
1.5,70,"([0.8, 0.7, 0.9, 0.7, 0.2], [0.11, 0.09, 0.18000000000000002, 0.14, 0.02])"
1.5,68,"([0.8, 0.6, 0.9, 1, 0.6], [0.1, 0.08, 0.12000000000000001, 0.14, 0.07])"
1.5,69,"([0.6, 0.5, 0.9, 0.9, 0.2], [0.09, 0.07, 0.18, 0.14, 0.02])"
1.5,64,"([0.7, 0.8, 0.8, 0.8, 0.5], [0.08, 0.1, 0.14, 0.11, 0.060000000000000005])"
1.5,78,"([0.8, 0.5, 0.9, 1, 0.3], [0.08, 0.08, 0.14, 0.17, 0.030000000000000002])"
1.5,77,"([0.9, 0.8, 0.7, 1, 0.1], [0.12000000000000001, 0.12000000000000001, 0.12, 0.15, 0.01])"
1.5,79,"([0.3, 0.4, 0.8, 1, 0.2], [0.05, 0.05, 0.16, 0.21, 0.02])"
1.5,73,"([0.3, 0.6, 0.7, 0.8, 0.4], [0.05, 0.13, 0.14, 0.12000000000000001, 0.04])"
1.5,76,"([0.3, 0.7, 0.6, 0.9, 0.5], [0.030000000000000002, 0.08, 0.14, 0.16, 0.05])"
1.5,74,"([0.2, 0.6, 0.6, 0.9, 0.3], [0.04, 0.12, 0.14, 0.15, 0.030000000000000002])"
1.5,75,"([0.4, 0.7, 0.8, 0.9, 0.5], [0.060000000000000005, 0.09000000000000001, 0.15, 0.12000000000000001, 0.060000000000000005])"
1.5,67,"([0.6, 0.6, 0.7, 1, 0.1], [0.07, 0.08, 0.11, 0.18, 0.01])"
1.5,83,"([0.6, 0.8, 0.8, 0.6, 0.2], [0.07, 0.12000000000000001, 0.14, 0.09, 0.030000000000000002])"
1.5,84,"([0.4, 0.6, 0.9, 0.6, 0.5], [0.05, 0.09000000000000001, 0.19, 0.11, 0.060000000000000005])"
1.5,80,"([0.4, 0.2, 0.9, 0.9, 0.5], [0.060000000000000005, 0.02, 0.14, 0.15000000000000002, 0.05])"
1.5,81,"([0, 0.7, 0.9, 0.7, 0.3], [0.0, 0.09000000000000001, 0.16, 0.1, 0.030000000000000002])"
1.5,86,"([0.5, 0.8, 0.7, 0.6, 0.5], [0.05, 0.1, 0.1, 0.07, 0.060000000000000005])"
1.5,82,"([0.5, 0.9, 0.9, 1, 0.1], [0.09, 0.15, 0.22, 0.17, 0.01])"
1.5,85,"([0.7, 0.8, 0.9, 0.9, 0.2], [0.08, 0.14, 0.19, 0.1, 0.02])"
1.5,92,"([0.6, 0.7, 1, 0.7, 0.4], [0.08, 0.13, 0.18, 0.12, 0.04])"
1.5,87,"([0.5, 1, 0.8, 1, 0.2], [0.060000000000000005, 0.13, 0.14, 0.12000000000000001, 0.02])"
1.5,90,"([0.5, 0.7, 0.9, 0.9, 0.4], [0.060000000000000005, 0.11, 0.17, 0.16, 0.04])"
1.5,91,"([0.3, 0.9, 0.9, 0.7, 0.2], [0.05, 0.14, 0.17, 0.13, 0.02])"
1.5,89,"([0.4, 0.6, 0.9, 0.9, 0.6], [0.060000000000000005, 0.11, 0.15, 0.18, 0.07])"
1.5,88,"([0.4, 0.6, 0.9, 0.8, 0.6], [0.04, 0.08, 0.17, 0.11, 0.060000000000000005])"
1.5,61,"([0.4, 0.6, 0.7, 0.8, 0.3], [0.05, 0.08, 0.12000000000000001, 0.12000000000000001, 0.030000000000000002])"
1.5,96,"([0.2, 0.6, 0.9, 0.8, 0.5], [0.030000000000000002, 0.1, 0.14, 0.16, 0.07])"
1.5,95,"([0.4, 0.7, 0.9, 0.7, 0.1], [0.04, 0.12000000000000001, 0.19, 0.14, 0.01])"
1.5,94,"([0.5, 0.5, 0.8, 0.9, 0.4], [0.060000000000000005, 0.07, 0.12000000000000001, 0.13, 0.04])"
1.5,93,"([0.4, 0.7, 0.8, 0.9, 0.6], [0.04, 0.08, 0.16, 0.1, 0.07])"
1.5,97,"([0.4, 0.5, 0.8, 0.9, 0.2], [0.07, 0.07, 0.13, 0.19, 0.02])"
1.5,99,"([0.6, 0.5, 0.9, 0.4, 0.6], [0.07, 0.060000000000000005, 0.17, 0.07, 0.07])"
1.5,98,"([0.7, 0.7, 0.8, 0.8, 0.3], [0.08, 0.1, 0.11, 0.1, 0.030000000000000002])"
